"","Pasos","Dimension","Valor M","Origen"
"V12224","150","7",22,0
"V12322","150","7",34,0
"V12422","150","7",19,0
"V12522","150","7",31,0
"V12622","150","7",26,0
"V12722","150","7",31,0
"V12822","150","7",24,0
"V12922","150","7",23,0
"V13022","150","7",35,0
"V13126","150","7",41,0
"V13224","150","7",32,0
"V13322","150","7",39,0
"V13422","150","7",34,0
"V13522","150","7",23,2
"V13622","150","7",38,0
"V13722","150","7",23,0
"V13822","150","7",24,0
"V13922","150","7",36,0
"V14022","150","7",28,0
"V14126","150","7",19,0
"V14224","150","7",19,0
"V14322","150","7",27,0
"V14422","150","7",31,0
"V14522","150","7",36,0
"V14622","150","7",26,0
"V14722","150","7",24,0
"V14822","150","7",26,0
"V14922","150","7",32,0
"V15022","150","7",18,0
"V15126","150","7",30,1
"V15224","150","7",41,0
"V15322","150","7",18,0
"V15422","150","7",39,0
"V15522","150","7",41,0
"V15622","150","7",28,0
"V15722","150","7",38,0
"V15822","150","7",27,0
"V15922","150","7",36,0
"V16022","150","7",27,0
"V16126","150","7",19,0
"V16224","150","7",24,0
"V16322","150","7",20,0
"V16422","150","7",32,0
"V16522","150","7",24,0
"V16622","150","7",28,0
"V16722","150","7",31,0
"V16822","150","7",33,0
"V16922","150","7",24,0
"V17022","150","7",30,0
"V17126","150","7",28,0
"V17224","150","7",48,0
"V17322","150","7",30,1
"V17422","150","7",21,0
"V17522","150","7",27,0
"V17622","150","7",32,1
"V17722","150","7",29,0
"V17822","150","7",25,0
"V17922","150","7",28,0
"V18022","150","7",30,0
"V18126","150","7",25,0
"V18224","150","7",23,0
"V18322","150","7",34,0
"V18422","150","7",33,0
"V18522","150","7",28,0
"V18622","150","7",35,0
"V18722","150","7",28,0
"V18822","150","7",48,1
"V18922","150","7",29,0
"V19022","150","7",18,0
"V19126","150","7",29,0
"V19224","150","7",33,0
"V19322","150","7",32,0
"V19422","150","7",32,0
"V19522","150","7",32,0
"V19622","150","7",26,0
"V19722","150","7",28,0
"V19822","150","7",25,0
"V19922","150","7",29,0
"V20022","150","7",33,0
"V20126","150","7",23,0
"V20224","150","7",18,1
"V20322","150","7",19,0
"V20422","150","7",19,0
"V20522","150","7",32,0
"V20622","150","7",28,0
"V20722","150","7",33,0
"V20822","150","7",28,0
"V20922","150","7",21,0
"V21026","150","7",32,0
"V21127","150","7",24,0
"V21225","150","7",32,0
"V21323","150","7",32,1
"V21423","150","7",26,0
"V21522","150","7",24,0
"V21622","150","7",19,0
"V21722","150","7",21,0
"V21822","150","7",26,1
"V21922","150","7",20,0
"V22022","150","7",18,0
"V22126","150","7",25,0
"V22224","150","7",31,0
"V22322","150","7",26,0
"V22422","150","7",26,0
"V22522","150","7",23,0
"V22622","150","7",24,0
"V22722","150","7",21,0
"V22822","150","7",20,0
"V22922","150","7",21,0
"V23022","150","7",25,1
"V23126","150","7",27,0
"V23224","150","7",22,0
"V23322","150","7",35,0
"V23422","150","7",30,0
"V23522","150","7",40,0
"V23622","150","7",30,0
"V23722","150","7",28,0
"V23822","150","7",24,0
"V23922","150","7",32,0
"V24022","150","7",27,0
"V24126","150","7",24,0
"V24224","150","7",25,0
"V24322","150","7",36,1
"V24422","150","7",24,0
"V24522","150","7",20,0
"V24622","150","7",26,0
"V24722","150","7",27,0
"V24822","150","7",27,0
"V24922","150","7",38,0
"V25022","150","7",15,0
"V25126","150","7",33,0
"V25224","150","7",29,0
"V25322","150","7",24,0
"V25422","150","7",30,0
"V25522","150","7",33,0
"V25622","150","7",24,0
"V25722","150","7",23,0
"V25822","150","7",28,0
"V25922","150","7",33,0
"V26022","150","7",34,0
"V26126","150","7",25,0
"V26224","150","7",36,1
"V26322","150","7",23,0
"V26422","150","7",28,0
"V26522","150","7",32,0
"V26622","150","7",22,0
"V26722","150","7",28,0
"V26822","150","7",32,0
"V26922","150","7",33,0
"V27022","150","7",27,1
"V27126","150","7",22,0
"V27224","150","7",31,1
"V27322","150","7",40,0
"V27422","150","7",33,0
"V27522","150","7",44,0
"V27622","150","7",25,0
"V27722","150","7",27,0
"V27822","150","7",25,0
"V27922","150","7",38,0
"V28022","150","7",25,0
"V28126","150","7",26,0
"V28224","150","7",46,0
"V28322","150","7",26,0
"V28422","150","7",27,0
"V28522","150","7",15,0
"V28622","150","7",34,0
"V28722","150","7",27,0
"V28822","150","7",30,0
"V28922","150","7",28,0
"V29022","150","7",36,0
"V29126","150","7",20,0
"V29224","150","7",17,0
"V29322","150","7",20,2
"V29422","150","7",21,0
"V29522","150","7",27,0
"V29622","150","7",22,0
"V29722","150","7",25,0
"V29822","150","7",37,0
"V29922","150","7",31,0
"V30022","150","7",28,1
"V11001","150","8",22,0
"V21001","150","8",39,1
"V3107","150","8",37,0
"V4107","150","8",35,0
"V5107","150","8",32,0
"V6107","150","8",40,0
"V7107","150","8",31,0
"V8107","150","8",31,0
"V9107","150","8",24,0
"V10107","150","8",24,0
"V11128","150","8",29,0
"V12108","150","8",24,0
"V13107","150","8",22,0
"V14107","150","8",34,1
"V15107","150","8",26,1
"V16107","150","8",29,0
"V17107","150","8",34,0
"V18107","150","8",47,0
"V19107","150","8",30,0
"V20107","150","8",33,0
"V21128","150","8",27,0
"V22108","150","8",32,0
"V23107","150","8",25,0
"V24107","150","8",22,0
"V25107","150","8",25,0
"V26107","150","8",33,0
"V27107","150","8",42,0
"V28107","150","8",31,0
"V29107","150","8",22,0
"V3023","150","8",23,0
"V3127","150","8",27,0
"V3225","150","8",17,0
"V3323","150","8",24,0
"V3423","150","8",24,0
"V3523","150","8",32,0
"V3623","150","8",34,0
"V3723","150","8",37,0
"V3823","150","8",28,0
"V3923","150","8",34,0
"V4023","150","8",28,0
"V4127","150","8",21,0
"V4225","150","8",30,0
"V4323","150","8",31,0
"V4423","150","8",31,0
"V4523","150","8",34,0
"V4623","150","8",26,0
"V4723","150","8",36,0
"V4823","150","8",32,0
"V4923","150","8",34,0
"V5023","150","8",26,0
"V5127","150","8",28,0
"V5225","150","8",39,0
"V5323","150","8",17,0
"V5423","150","8",26,0
"V5523","150","8",33,0
"V5623","150","8",24,0
"V5723","150","8",30,0
"V5823","150","8",42,0
"V5923","150","8",37,0
"V6023","150","8",23,0
"V6127","150","8",31,0
"V6225","150","8",30,0
"V6323","150","8",40,0
"V6423","150","8",24,0
"V6523","150","8",27,0
"V6623","150","8",23,0
"V6723","150","8",38,0
"V6823","150","8",30,0
"V6923","150","8",31,0
"V7023","150","8",30,0
"V7127","150","8",24,0
"V7225","150","8",31,0
"V7323","150","8",27,0
"V7423","150","8",33,0
"V7523","150","8",36,0
"V7623","150","8",24,0
"V7723","150","8",21,0
"V7823","150","8",23,0
"V7923","150","8",33,0
"V8023","150","8",29,0
"V8127","150","8",30,0
"V8225","150","8",23,0
"V8323","150","8",19,2
"V8423","150","8",33,0
"V8523","150","8",37,0
"V8623","150","8",27,0
"V8723","150","8",33,0
"V8823","150","8",26,0
"V8923","150","8",49,0
"V9023","150","8",24,0
"V9127","150","8",18,0
"V9225","150","8",25,1
"V9323","150","8",31,0
"V9423","150","8",18,0
"V9523","150","8",34,0
"V9623","150","8",38,0
"V9723","150","8",29,0
"V9823","150","8",35,0
"V9923","150","8",54,0
"V10023","150","8",23,0
"V10127","150","8",33,0
"V10225","150","8",23,0
"V10323","150","8",24,0
"V10423","150","8",36,0
"V10523","150","8",30,0
"V10623","150","8",30,0
"V10723","150","8",35,0
"V10823","150","8",21,0
"V10923","150","8",25,0
"V11027","150","8",18,0
"V11129","150","8",35,0
"V11226","150","8",34,0
"V11324","150","8",28,0
"V11424","150","8",32,1
"V11523","150","8",29,0
"V11623","150","8",32,0
"V11723","150","8",32,0
"V11823","150","8",23,0
"V11923","150","8",22,0
"V12023","150","8",30,0
"V12127","150","8",40,0
"V12225","150","8",30,0
"V12323","150","8",22,0
"V12423","150","8",32,0
"V12523","150","8",24,0
"V12623","150","8",20,0
"V12723","150","8",26,0
"V12823","150","8",32,0
"V12923","150","8",23,0
"V13023","150","8",30,0
"V13127","150","8",38,0
"V13225","150","8",27,0
"V13323","150","8",26,0
"V13423","150","8",31,0
"V13523","150","8",43,0
"V13623","150","8",18,0
"V13723","150","8",32,1
"V13823","150","8",27,0
"V13923","150","8",30,0
"V14023","150","8",23,0
"V14127","150","8",33,0
"V14225","150","8",24,0
"V14323","150","8",30,0
"V14423","150","8",28,0
"V14523","150","8",35,0
"V14623","150","8",34,0
"V14723","150","8",32,0
"V14823","150","8",27,0
"V14923","150","8",43,0
"V15023","150","8",27,0
"V15127","150","8",36,0
"V15225","150","8",39,0
"V15323","150","8",24,0
"V15423","150","8",24,0
"V15523","150","8",26,0
"V15623","150","8",30,0
"V15723","150","8",40,0
"V15823","150","8",34,0
"V15923","150","8",31,0
"V16023","150","8",33,0
"V16127","150","8",32,0
"V16225","150","8",39,1
"V16323","150","8",26,0
"V16423","150","8",23,0
"V16523","150","8",32,0
"V16623","150","8",21,0
"V16723","150","8",36,0
"V16823","150","8",29,0
"V16923","150","8",26,0
"V17023","150","8",26,1
"V17127","150","8",32,0
"V17225","150","8",28,0
"V17323","150","8",23,0
"V17423","150","8",36,0
"V17523","150","8",40,0
"V17623","150","8",34,1
"V17723","150","8",24,0
"V17823","150","8",33,0
"V17923","150","8",20,0
"V18023","150","8",28,0
"V18127","150","8",37,0
"V18225","150","8",27,0
"V18323","150","8",33,0
"V18423","150","8",37,0
"V18523","150","8",26,1
"V18623","150","8",26,0
"V18723","150","8",41,0
"V18823","150","8",29,0
"V18923","150","8",24,0
"V19023","150","8",21,1
"V19127","150","8",31,0
"V19225","150","8",32,0
"V19323","150","8",47,0
"V19423","150","8",40,1
"V19523","150","8",41,1
"V19623","150","8",30,0
"V19723","150","8",31,0
"V19823","150","8",24,0
"V19923","150","8",26,0
"V20023","150","8",19,0
"V20127","150","8",38,0
"V20225","150","8",24,0
"V20323","150","8",35,0
"V20423","150","8",44,0
"V20523","150","8",35,0
"V20623","150","8",23,0
"V20723","150","8",34,0
"V20823","150","8",35,0
"V20923","150","8",24,0
"V21027","150","8",24,0
"V21129","150","8",39,0
"V21226","150","8",28,0
"V21324","150","8",21,0
"V21424","150","8",33,0
"V21523","150","8",52,0
"V21623","150","8",25,1
"V21723","150","8",37,0
"V21823","150","8",27,0
"V21923","150","8",36,0
"V22023","150","8",28,0
"V22127","150","8",27,0
"V22225","150","8",22,0
"V22323","150","8",20,0
"V22423","150","8",44,0
"V22523","150","8",29,0
"V22623","150","8",38,0
"V22723","150","8",21,0
"V22823","150","8",29,0
"V22923","150","8",26,0
"V23023","150","8",41,0
"V23127","150","8",32,0
"V23225","150","8",28,0
"V23323","150","8",38,0
"V23423","150","8",28,0
"V23523","150","8",28,0
"V23623","150","8",29,0
"V23723","150","8",23,0
"V23823","150","8",34,0
"V23923","150","8",38,0
"V24023","150","8",33,0
"V24127","150","8",34,0
"V24225","150","8",43,2
"V24323","150","8",37,0
"V24423","150","8",35,0
"V24523","150","8",35,0
"V24623","150","8",26,1
"V24723","150","8",28,0
"V24823","150","8",39,1
"V24923","150","8",31,0
"V25023","150","8",24,0
"V25127","150","8",39,0
"V25225","150","8",30,0
"V25323","150","8",40,0
"V25423","150","8",30,0
"V25523","150","8",33,0
"V25623","150","8",37,0
"V25723","150","8",36,0
"V25823","150","8",30,0
"V25923","150","8",43,0
"V26023","150","8",31,0
"V26127","150","8",26,0
"V26225","150","8",25,0
"V26323","150","8",28,0
"V26423","150","8",30,0
"V26523","150","8",36,0
"V26623","150","8",36,0
"V26723","150","8",26,0
"V26823","150","8",29,0
"V26923","150","8",44,0
"V27023","150","8",26,1
"V27127","150","8",35,0
"V27225","150","8",42,0
"V27323","150","8",28,0
"V27423","150","8",31,0
"V27523","150","8",33,0
"V27623","150","8",26,0
"V27723","150","8",33,0
"V27823","150","8",26,0
"V27923","150","8",38,0
"V28023","150","8",34,0
"V28127","150","8",29,0
"V28225","150","8",26,0
"V28323","150","8",30,0
"V28423","150","8",40,0
"V28523","150","8",31,0
"V28623","150","8",41,0
"V28723","150","8",25,0
"V28823","150","8",24,0
"V28923","150","8",25,0
"V29023","150","8",30,0
"V29127","150","8",31,0
"V29225","150","8",29,0
"V29323","150","8",26,0
"V29423","150","8",23,0
"V29523","150","8",30,0
"V29623","150","8",30,0
"V29723","150","8",26,0
"V29823","150","8",29,0
"V29923","150","8",36,0
"V30023","150","8",31,0
"V11002","200","1",15,8
"V21002","200","1",23,1
"V3108","200","1",12,31
"V4108","200","1",18,4
"V5108","200","1",9,15
"V6108","200","1",12,6
"V7108","200","1",12,10
"V8108","200","1",19,6
"V9108","200","1",25,13
"V10108","200","1",18,5
"V11130","200","1",23,9
"V12109","200","1",13,4
"V13108","200","1",17,2
"V14108","200","1",20,8
"V15108","200","1",17,6
"V16108","200","1",11,3
"V17108","200","1",12,18
"V18108","200","1",13,3
"V19108","200","1",23,4
"V20108","200","1",22,2
"V21130","200","1",19,2
"V22109","200","1",10,9
"V23108","200","1",20,5
"V24108","200","1",30,3
"V25108","200","1",19,14
"V26108","200","1",13,15
"V27108","200","1",8,25
"V28108","200","1",19,7
"V29108","200","1",16,6
"V3024","200","1",18,2
"V3128","200","1",22,5
"V3226","200","1",19,22
"V3324","200","1",9,4
"V3424","200","1",18,8
"V3524","200","1",26,7
"V3624","200","1",20,0
"V3724","200","1",13,14
"V3824","200","1",12,8
"V3924","200","1",22,4
"V4024","200","1",27,3
"V4128","200","1",30,13
"V4226","200","1",31,0
"V4324","200","1",35,2
"V4424","200","1",10,3
"V4524","200","1",13,17
"V4624","200","1",7,14
"V4724","200","1",32,6
"V4824","200","1",13,9
"V4924","200","1",11,6
"V5024","200","1",8,20
"V5128","200","1",8,14
"V5226","200","1",16,13
"V5324","200","1",10,10
"V5424","200","1",18,14
"V5524","200","1",20,1
"V5624","200","1",14,7
"V5724","200","1",17,1
"V5824","200","1",14,6
"V5924","200","1",8,21
"V6024","200","1",16,19
"V6128","200","1",16,10
"V6226","200","1",11,10
"V6324","200","1",9,18
"V6424","200","1",10,13
"V6524","200","1",18,4
"V6624","200","1",9,24
"V6724","200","1",14,7
"V6824","200","1",18,12
"V6924","200","1",8,15
"V7024","200","1",24,3
"V7128","200","1",7,19
"V7226","200","1",9,5
"V7324","200","1",29,0
"V7424","200","1",27,8
"V7524","200","1",14,10
"V7624","200","1",15,9
"V7724","200","1",20,4
"V7824","200","1",18,12
"V7924","200","1",14,3
"V8024","200","1",13,1
"V8128","200","1",13,7
"V8226","200","1",16,6
"V8324","200","1",16,11
"V8424","200","1",31,7
"V8524","200","1",17,5
"V8624","200","1",29,0
"V8724","200","1",15,3
"V8824","200","1",28,1
"V8924","200","1",25,0
"V9024","200","1",20,11
"V9128","200","1",22,25
"V9226","200","1",9,14
"V9324","200","1",16,15
"V9424","200","1",17,7
"V9524","200","1",13,3
"V9624","200","1",10,23
"V9724","200","1",17,15
"V9824","200","1",38,11
"V9924","200","1",27,1
"V10024","200","1",17,0
"V10128","200","1",17,19
"V10226","200","1",29,17
"V10324","200","1",41,3
"V10424","200","1",14,7
"V10524","200","1",20,1
"V10624","200","1",12,10
"V10724","200","1",10,16
"V10824","200","1",11,12
"V10924","200","1",23,2
"V11028","200","1",23,11
"V11131","200","1",13,8
"V11227","200","1",7,23
"V11325","200","1",19,6
"V11425","200","1",10,20
"V11524","200","1",24,10
"V11624","200","1",20,14
"V11724","200","1",18,4
"V11824","200","1",12,17
"V11924","200","1",10,23
"V12024","200","1",22,0
"V12128","200","1",13,0
"V12226","200","1",12,23
"V12324","200","1",10,14
"V12424","200","1",12,15
"V12524","200","1",37,5
"V12624","200","1",14,24
"V12724","200","1",15,0
"V12824","200","1",27,7
"V12924","200","1",14,33
"V13024","200","1",15,10
"V13128","200","1",17,8
"V13226","200","1",12,12
"V13324","200","1",10,21
"V13424","200","1",10,14
"V13524","200","1",16,5
"V13624","200","1",12,11
"V13724","200","1",25,14
"V13824","200","1",12,6
"V13924","200","1",23,7
"V14024","200","1",14,21
"V14128","200","1",11,10
"V14226","200","1",20,8
"V14324","200","1",27,5
"V14424","200","1",6,31
"V14524","200","1",20,2
"V14624","200","1",37,1
"V14724","200","1",23,2
"V14824","200","1",10,10
"V14924","200","1",9,32
"V15024","200","1",21,19
"V15128","200","1",7,29
"V15226","200","1",32,4
"V15324","200","1",30,2
"V15424","200","1",28,0
"V15524","200","1",11,12
"V15624","200","1",12,7
"V15724","200","1",15,1
"V15824","200","1",23,4
"V15924","200","1",20,3
"V16024","200","1",25,1
"V16128","200","1",10,11
"V16226","200","1",23,8
"V16324","200","1",14,1
"V16424","200","1",10,18
"V16524","200","1",21,34
"V16624","200","1",20,0
"V16724","200","1",17,7
"V16824","200","1",13,18
"V16924","200","1",13,15
"V17024","200","1",21,0
"V17128","200","1",12,16
"V17226","200","1",25,3
"V17324","200","1",22,9
"V17424","200","1",12,6
"V17524","200","1",22,2
"V17624","200","1",12,24
"V17724","200","1",22,1
"V17824","200","1",10,20
"V17924","200","1",8,23
"V18024","200","1",11,21
"V18128","200","1",15,13
"V18226","200","1",14,13
"V18324","200","1",18,18
"V18424","200","1",12,6
"V18524","200","1",20,4
"V18624","200","1",14,20
"V18724","200","1",11,20
"V18824","200","1",18,5
"V18924","200","1",10,3
"V19024","200","1",12,14
"V19128","200","1",8,13
"V19226","200","1",21,3
"V19324","200","1",30,2
"V19424","200","1",8,13
"V19524","200","1",14,12
"V19624","200","1",20,0
"V19724","200","1",17,1
"V19824","200","1",9,8
"V19924","200","1",14,18
"V20024","200","1",33,2
"V20128","200","1",29,6
"V20226","200","1",20,11
"V20324","200","1",17,10
"V20424","200","1",12,11
"V20524","200","1",26,2
"V20624","200","1",31,1
"V20724","200","1",9,23
"V20824","200","1",15,22
"V20924","200","1",26,0
"V21028","200","1",27,0
"V21131","200","1",14,28
"V21227","200","1",20,0
"V21325","200","1",12,13
"V21425","200","1",21,18
"V21524","200","1",14,6
"V21624","200","1",19,5
"V21724","200","1",20,14
"V21824","200","1",12,3
"V21924","200","1",35,8
"V22024","200","1",43,0
"V22128","200","1",15,14
"V22226","200","1",11,9
"V22324","200","1",17,2
"V22424","200","1",14,10
"V22524","200","1",15,13
"V22624","200","1",22,10
"V22724","200","1",10,18
"V22824","200","1",19,6
"V22924","200","1",30,6
"V23024","200","1",13,4
"V23128","200","1",13,21
"V23226","200","1",20,0
"V23324","200","1",21,4
"V23424","200","1",21,2
"V23524","200","1",18,3
"V23624","200","1",10,12
"V23724","200","1",7,21
"V23824","200","1",19,4
"V23924","200","1",14,2
"V24024","200","1",17,6
"V24128","200","1",9,15
"V24226","200","1",27,3
"V24324","200","1",14,13
"V24424","200","1",11,24
"V24524","200","1",22,4
"V24624","200","1",13,6
"V24724","200","1",14,8
"V24824","200","1",11,29
"V24924","200","1",20,9
"V25024","200","1",27,4
"V25128","200","1",12,8
"V25226","200","1",13,7
"V25324","200","1",12,3
"V25424","200","1",21,0
"V25524","200","1",17,9
"V25624","200","1",8,18
"V25724","200","1",20,6
"V25824","200","1",15,1
"V25924","200","1",12,4
"V26024","200","1",23,9
"V26128","200","1",25,1
"V26226","200","1",12,23
"V26324","200","1",16,0
"V26424","200","1",18,12
"V26524","200","1",36,0
"V26624","200","1",49,0
"V26724","200","1",18,12
"V26824","200","1",13,3
"V26924","200","1",8,24
"V27024","200","1",12,18
"V27128","200","1",14,11
"V27226","200","1",16,6
"V27324","200","1",19,3
"V27424","200","1",27,1
"V27524","200","1",18,2
"V27624","200","1",17,2
"V27724","200","1",37,5
"V27824","200","1",8,32
"V27924","200","1",12,0
"V28024","200","1",14,21
"V28128","200","1",26,10
"V28226","200","1",31,1
"V28324","200","1",17,17
"V28424","200","1",8,38
"V28524","200","1",27,4
"V28624","200","1",20,9
"V28724","200","1",29,1
"V28824","200","1",18,2
"V28924","200","1",16,3
"V29024","200","1",15,5
"V29128","200","1",31,23
"V29226","200","1",19,27
"V29324","200","1",11,11
"V29424","200","1",15,7
"V29524","200","1",8,15
"V29624","200","1",13,5
"V29724","200","1",10,10
"V29824","200","1",16,9
"V29924","200","1",32,0
"V30024","200","1",11,4
"V11003","200","2",21,0
"V21003","200","2",33,3
"V3109","200","2",31,0
"V4109","200","2",21,2
"V5109","200","2",31,0
"V6109","200","2",12,8
"V7109","200","2",20,3
"V8109","200","2",10,2
"V9109","200","2",23,0
"V10109","200","2",11,2
"V11132","200","2",44,0
"V12129","200","2",23,0
"V13109","200","2",36,0
"V14109","200","2",22,0
"V15109","200","2",20,0
"V16109","200","2",12,10
"V17109","200","2",19,0
"V18109","200","2",21,1
"V19109","200","2",21,2
"V20109","200","2",16,0
"V21132","200","2",32,1
"V22129","200","2",22,0
"V23109","200","2",23,1
"V24109","200","2",17,1
"V25109","200","2",25,2
"V26109","200","2",33,0
"V27109","200","2",26,0
"V28109","200","2",30,5
"V29109","200","2",19,0
"V3025","200","2",32,1
"V3129","200","2",25,0
"V3227","200","2",14,0
"V3325","200","2",24,4
"V3425","200","2",19,0
"V3525","200","2",26,0
"V3625","200","2",26,2
"V3725","200","2",16,4
"V3825","200","2",31,4
"V3925","200","2",31,0
"V4025","200","2",17,5
"V4129","200","2",19,0
"V4227","200","2",18,5
"V4325","200","2",18,1
"V4425","200","2",16,1
"V4525","200","2",14,4
"V4625","200","2",26,0
"V4725","200","2",11,1
"V4825","200","2",19,0
"V4925","200","2",29,0
"V5025","200","2",17,2
"V5129","200","2",24,0
"V5227","200","2",14,5
"V5325","200","2",28,0
"V5425","200","2",21,3
"V5525","200","2",15,5
"V5625","200","2",23,2
"V5725","200","2",17,0
"V5825","200","2",12,5
"V5925","200","2",23,1
"V6025","200","2",27,1
"V6129","200","2",23,0
"V6227","200","2",11,0
"V6325","200","2",22,0
"V6425","200","2",19,0
"V6525","200","2",19,4
"V6625","200","2",17,1
"V6725","200","2",16,2
"V6825","200","2",32,0
"V6925","200","2",19,1
"V7025","200","2",18,1
"V7129","200","2",11,1
"V7227","200","2",18,2
"V7325","200","2",15,0
"V7425","200","2",32,0
"V7525","200","2",11,1
"V7625","200","2",11,2
"V7725","200","2",19,0
"V7825","200","2",21,3
"V7925","200","2",13,2
"V8025","200","2",23,4
"V8129","200","2",20,1
"V8227","200","2",17,0
"V8325","200","2",22,0
"V8425","200","2",12,1
"V8525","200","2",25,0
"V8625","200","2",24,0
"V8725","200","2",11,10
"V8825","200","2",13,0
"V8925","200","2",11,2
"V9025","200","2",12,1
"V9129","200","2",12,0
"V9227","200","2",47,4
"V9325","200","2",6,16
"V9425","200","2",15,6
"V9525","200","2",32,0
"V9625","200","2",26,2
"V9725","200","2",23,0
"V9825","200","2",33,0
"V9925","200","2",15,0
"V10025","200","2",19,1
"V10129","200","2",23,2
"V10227","200","2",20,1
"V10325","200","2",16,2
"V10425","200","2",18,2
"V10525","200","2",29,0
"V10625","200","2",22,0
"V10725","200","2",18,0
"V10825","200","2",38,0
"V10925","200","2",36,0
"V11029","200","2",18,3
"V11133","200","2",32,0
"V11228","200","2",24,1
"V11326","200","2",17,0
"V11426","200","2",16,0
"V11525","200","2",30,0
"V11625","200","2",20,1
"V11725","200","2",18,0
"V11825","200","2",30,0
"V11925","200","2",20,0
"V12025","200","2",27,1
"V12130","200","2",30,0
"V12227","200","2",27,0
"V12325","200","2",21,0
"V12425","200","2",23,0
"V12525","200","2",15,0
"V12625","200","2",16,0
"V12725","200","2",14,1
"V12825","200","2",18,0
"V12925","200","2",21,0
"V13025","200","2",25,0
"V13129","200","2",20,2
"V13227","200","2",13,3
"V13325","200","2",24,0
"V13425","200","2",16,3
"V13525","200","2",22,2
"V13625","200","2",27,1
"V13725","200","2",17,4
"V13825","200","2",24,2
"V13925","200","2",19,0
"V14025","200","2",24,4
"V14129","200","2",31,3
"V14227","200","2",27,2
"V14325","200","2",21,0
"V14425","200","2",28,0
"V14525","200","2",25,0
"V14625","200","2",27,0
"V14725","200","2",27,0
"V14825","200","2",25,1
"V14925","200","2",14,1
"V15025","200","2",15,3
"V15129","200","2",32,0
"V15227","200","2",28,0
"V15325","200","2",31,1
"V15425","200","2",19,0
"V15525","200","2",10,7
"V15625","200","2",27,1
"V15725","200","2",19,1
"V15825","200","2",26,3
"V15925","200","2",28,1
"V16025","200","2",23,6
"V16129","200","2",18,1
"V16227","200","2",23,0
"V16325","200","2",19,1
"V16425","200","2",25,0
"V16525","200","2",19,0
"V16625","200","2",15,1
"V16725","200","2",22,5
"V16825","200","2",16,3
"V16925","200","2",22,3
"V17025","200","2",21,2
"V17129","200","2",24,2
"V17227","200","2",22,3
"V17325","200","2",19,2
"V17425","200","2",23,1
"V17525","200","2",33,2
"V17625","200","2",14,1
"V17725","200","2",12,1
"V17825","200","2",17,3
"V17925","200","2",21,0
"V18025","200","2",16,0
"V18129","200","2",27,0
"V18227","200","2",26,3
"V18325","200","2",16,6
"V18425","200","2",35,0
"V18525","200","2",35,0
"V18625","200","2",21,7
"V18725","200","2",17,0
"V18825","200","2",17,3
"V18925","200","2",24,1
"V19025","200","2",19,0
"V19129","200","2",39,1
"V19227","200","2",24,3
"V19325","200","2",16,0
"V19425","200","2",21,3
"V19525","200","2",26,0
"V19625","200","2",18,0
"V19725","200","2",20,1
"V19825","200","2",28,0
"V19925","200","2",20,1
"V20025","200","2",25,2
"V20129","200","2",34,0
"V20227","200","2",9,10
"V20325","200","2",26,0
"V20425","200","2",28,3
"V20525","200","2",25,0
"V20625","200","2",14,3
"V20725","200","2",25,1
"V20825","200","2",21,0
"V20925","200","2",11,3
"V21029","200","2",23,0
"V21133","200","2",18,2
"V21228","200","2",30,3
"V21326","200","2",15,0
"V21426","200","2",23,0
"V21525","200","2",24,1
"V21625","200","2",18,0
"V21725","200","2",22,7
"V21825","200","2",15,1
"V21925","200","2",15,1
"V22025","200","2",23,1
"V22130","200","2",21,0
"V22227","200","2",19,2
"V22325","200","2",16,0
"V22425","200","2",24,0
"V22525","200","2",13,2
"V22625","200","2",34,0
"V22725","200","2",28,0
"V22825","200","2",23,2
"V22925","200","2",20,3
"V23025","200","2",19,1
"V23129","200","2",14,1
"V23227","200","2",9,3
"V23325","200","2",14,8
"V23425","200","2",16,3
"V23525","200","2",20,2
"V23625","200","2",21,0
"V23725","200","2",22,0
"V23825","200","2",19,1
"V23925","200","2",40,0
"V24025","200","2",25,0
"V24129","200","2",28,0
"V24227","200","2",19,0
"V24325","200","2",30,0
"V24425","200","2",20,0
"V24525","200","2",19,1
"V24625","200","2",11,7
"V24725","200","2",39,0
"V24825","200","2",12,4
"V24925","200","2",21,1
"V25025","200","2",21,0
"V25129","200","2",21,0
"V25227","200","2",20,0
"V25325","200","2",17,2
"V25425","200","2",32,3
"V25525","200","2",24,0
"V25625","200","2",13,5
"V25725","200","2",14,1
"V25825","200","2",28,2
"V25925","200","2",12,6
"V26025","200","2",20,3
"V26129","200","2",35,1
"V26227","200","2",24,2
"V26325","200","2",20,0
"V26425","200","2",10,0
"V26525","200","2",14,4
"V26625","200","2",33,0
"V26725","200","2",8,7
"V26825","200","2",22,3
"V26925","200","2",19,0
"V27025","200","2",30,3
"V27129","200","2",20,1
"V27227","200","2",14,2
"V27325","200","2",9,7
"V27425","200","2",18,0
"V27525","200","2",19,1
"V27625","200","2",19,0
"V27725","200","2",14,1
"V27825","200","2",18,2
"V27925","200","2",12,7
"V28025","200","2",15,0
"V28129","200","2",41,1
"V28227","200","2",18,0
"V28325","200","2",14,0
"V28425","200","2",15,2
"V28525","200","2",28,2
"V28625","200","2",26,3
"V28725","200","2",23,0
"V28825","200","2",15,1
"V28925","200","2",33,0
"V29025","200","2",23,2
"V29129","200","2",17,1
"V29227","200","2",19,3
"V29325","200","2",14,1
"V29425","200","2",27,0
"V29525","200","2",25,3
"V29625","200","2",30,3
