"","Largo","Dimensión","Semilla"
"2895",15,200,100
"2896",13,200,100
"2897",22,200,100
"2898",6,200,100
"2899",7,200,100
"2900",17,200,100
"2901",20,200,100
"2902",32,200,100
"2903",11,200,100
"2904",5,200,100
"2905",3,200,100
"2906",8,200,100
"2907",7,200,100
"2908",17,200,100
"2909",7,200,100
"2910",14,200,100
"2911",11,200,100
"2912",29,200,100
"2913",20,200,100
"2914",25,200,100
"2915",84,200,100
"2916",5,200,100
"2917",3,200,100
"2918",7,200,100
"2919",6,200,100
"2920",6,200,100
"2921",16,200,100
"2922",11,200,100
"2923",20,200,100
"2924",11,200,100
"2925",3,200,100
"2926",13,200,100
"2927",8,200,100
"2928",55,200,100
"2929",16,200,100
"2930",6,200,100
"2931",11,200,100
"2932",6,200,100
"2933",47,200,100
"2934",21,200,100
"2935",13,200,100
"2936",58,200,100
"2937",38,200,100
"2938",8,200,100
"2939",41,200,100
"2940",10,200,100
"2941",17,200,100
"2942",2,200,100
"2943",53,200,100
"2944",18,200,100
"2945",8,200,100
"2946",5,200,100
"2947",20,200,100
"2948",15,200,100
"2949",7,200,100
"2950",19,200,100
"2951",8,200,100
"2952",79,200,100
"2953",23,200,100
"2954",10,200,100
"2955",38,200,100
"2956",9,200,100
"2957",19,200,100
"2958",14,200,100
"2959",15,200,100
"2960",17,200,100
"2961",7,200,100
"2962",44,200,100
"2963",9,200,100
"2964",5,200,100
"2965",8,200,100
"2966",45,200,100
"2967",9,200,100
"2968",11,200,100
"2969",12,200,100
"2970",7,200,100
"2971",7,200,100
"2972",98,200,100
"2973",20,200,100
"2974",46,200,100
"2975",50,200,100
"2976",10,200,100
"2977",7,200,100
"2978",10,200,100
"2979",7,200,100
"2980",16,200,100
"2981",6,200,100
"2982",5,200,100
"2983",45,200,100
"2984",15,200,100
"2985",7,200,100
"2986",11,200,100
"2987",26,200,100
"2988",11,200,100
"2989",10,200,100
"2990",16,200,100
"2991",12,200,100
"2992",2,200,100
"2993",20,200,100
"2994",5,200,100
"2995",19,200,100
"2996",12,200,100
"2997",11,200,100
"2998",17,200,100
"2999",8,200,100
"3000",4,200,100
